at_index,sr_index,max_year,min_year,distance,class,at_name,sr_name
0,0,2005,2005,0.0,0,A/ah/1/2005,A/ah/1/2005
0,1,2006,2005,0.1250000777382912,0,A/ah/1/2005,A/ah/1/2006
0,2,2014,2005,4.5,1,A/ah/1/2005,A/cq/s1049/2014
0,3,2020,2005,3.6249988324489992,1,A/ah/1/2005,A/fj/s1424/2020
0,4,2005,1996,2.875000077738292,1,A/ah/1/2005,A/gd/1/1996
0,5,2010,2005,4.25,1,A/ah/1/2005,A/gd/s1322/2010
0,6,2008,2005,1.0000001554765825,0,A/ah/1/2005,A/gz/07/2008
0,7,2008,2005,1.5,0,A/ah/1/2005,A/gz/08/2008
0,8,2013,2005,3.1249986769767166,1,A/ah/1/2005,A/gz/4/2013
0,9,2005,2005,0.0,0,A/ah/1/2005,A/gz/60/2005
0,10,2017,2005,4.500000155476583,1,A/ah/1/2005,A/gz/s4184/2017
0,11,2016,2005,5.0,1,A/ah/1/2005,A/hun/1/2016
0,12,2015,2005,4.0,1,A/ah/1/2005,A/hun/6/2015
0,13,2005,2004,1.0,0,A/ah/1/2005,A/hun/69/2004
0,14,2005,2004,1.000002646046567,0,A/ah/1/2005,A/hun/70/2004
0,15,2013,2005,2.5,1,A/ah/1/2005,A/hun/s12238/2013
0,16,2012,2005,2.625000077738292,1,A/ah/1/2005,A/js/4/2012
0,17,2016,2005,3.2499973539534333,1,A/ah/1/2005,A/jx/5/2016
0,18,2011,2005,3.750002646046567,1,A/ah/1/2005,A/ln/s4092/2011
0,19,2017,2005,2.7500001554765827,1,A/ah/1/2005,A/ln/sd007/2017
0,20,2006,2005,4.499998754715008,1,A/ah/1/2005,A/sx/2/2006
0,21,2020,2005,4.375001323023283,1,A/ah/1/2005,A/sx/4-1/2020
0,22,2016,2005,2.250077056458397,1,A/ah/1/2005,A/zj/s1327/2016
0,23,2017,2005,4.249997353953433,1,A/ah/1/2005,A/zj/s4143/2017
1,0,2006,2005,0.0,0,A/ah/1/2006,A/ah/1/2005
1,1,2006,2006,0.0,0,A/ah/1/2006,A/ah/1/2006
1,2,2014,2006,5.0,1,A/ah/1/2006,A/cq/s1049/2014
1,3,2020,2006,3.8749988324489992,1,A/ah/1/2006,A/fj/s1424/2020
1,4,2006,1996,3.125000077738292,1,A/ah/1/2006,A/gd/1/1996
1,5,2010,2006,3.749997353953433,1,A/ah/1/2006,A/gd/s1322/2010
1,6,2008,2006,1.4999975094300155,0,A/ah/1/2006,A/gz/07/2008
1,7,2008,2006,1.750002646046567,0,A/ah/1/2006,A/gz/08/2008
1,8,2013,2006,3.0,1,A/ah/1/2006,A/gz/4/2013
1,9,2006,2005,0.0,0,A/ah/1/2006,A/gz/60/2005
1,10,2017,2006,4.750000155476583,1,A/ah/1/2006,A/gz/s4184/2017
1,11,2016,2006,6.0,1,A/ah/1/2006,A/hun/1/2016
1,12,2015,2006,4.5,1,A/ah/1/2006,A/hun/6/2015
1,13,2006,2004,0.749997353953433,0,A/ah/1/2006,A/hun/69/2004
1,14,2006,2004,0.750002646046567,0,A/ah/1/2006,A/hun/70/2004
1,15,2013,2006,2.250077056458397,1,A/ah/1/2006,A/hun/s12238/2013
1,16,2012,2006,3.125000077738292,1,A/ah/1/2006,A/js/4/2012
1,17,2016,2006,4.249997353953433,1,A/ah/1/2006,A/jx/5/2016
1,18,2011,2006,3.499920306300483,1,A/ah/1/2006,A/ln/s4092/2011
1,19,2017,2006,3.2499975094300155,1,A/ah/1/2006,A/ln/sd007/2017
1,20,2006,2006,4.374997431691725,1,A/ah/1/2006,A/sx/2/2006
1,21,2020,2006,4.375001323023283,1,A/ah/1/2006,A/sx/4-1/2020
1,22,2016,2006,3.250077056458397,1,A/ah/1/2006,A/zj/s1327/2016
1,23,2017,2006,4.249997353953433,1,A/ah/1/2006,A/zj/s4143/2017
24,0,2005,2004,0.0,0,A/ah/39/2004,A/ah/1/2005
