at_index,sr_index,max_year,min_year,distance,class
0,0,2005,2005,0.0,0
0,1,2006,2005,0.12500007773829122,0
0,2,2014,2005,4.5,1
0,3,2020,2005,3.6249988324489992,1
0,4,2005,1996,2.8750000777382914,1
0,5,2010,2005,4.25,1
0,6,2008,2005,1.0000001554765825,0
0,7,2008,2005,1.5,0
0,8,2013,2005,3.1249986769767166,1
0,9,2005,2005,0.0,0
0,10,2017,2005,4.500000155476583,1
0,11,2016,2005,5.0,1
0,12,2015,2005,4.0,1
0,13,2005,2004,1.0,0
0,14,2005,2004,1.000002646046567,0
0,15,2013,2005,2.5,1
0,16,2012,2005,2.6250000777382914,1
0,17,2016,2005,3.2499973539534333,1
0,18,2011,2005,3.7500026460465667,1
0,19,2017,2005,2.7500001554765827,1
0,20,2006,2005,4.4999987547150075,1
0,21,2020,2005,4.375001323023283,1
0,22,2016,2005,2.250077056458397,1
0,23,2017,2005,4.249997353953433,1
1,0,2006,2005,0.0,0
1,1,2006,2006,0.0,0
1,2,2014,2006,5.0,1
1,3,2020,2006,3.8749988324489992,1
1,4,2006,1996,3.1250000777382914,1
1,5,2010,2006,3.7499973539534333,1
1,6,2008,2006,1.4999975094300155,0
1,7,2008,2006,1.750002646046567,0
1,8,2013,2006,3.0,1
1,9,2006,2005,0.0,0
1,10,2017,2006,4.750000155476583,1
1,11,2016,2006,6.0,1
1,12,2015,2006,4.5,1
1,13,2006,2004,0.749997353953433,0
1,14,2006,2004,0.750002646046567,0
1,15,2013,2006,2.250077056458397,1
1,16,2012,2006,3.1250000777382914,1
1,17,2016,2006,4.249997353953433,1
1,18,2011,2006,3.499920306300483,1
1,19,2017,2006,3.2499975094300155,1
1,20,2006,2006,4.374997431691725,1
1,21,2020,2006,4.375001323023283,1
1,22,2016,2006,3.250077056458397,1
1,23,2017,2006,4.249997353953433,1
24,0,2005,2004,0.0,0
24,1,2006,2004,0.0,0
24,2,2014,2004,4.0,1
24,3,2020,2004,3.749997664897999,1
24,4,2004,1996,0.7499998445234176,0
24,5,2010,2004,3.499994707906866,1
24,6,2008,2004,1.999995018860031,0
24,7,2008,2004,2.500005292093134,1
24,8,2013,2004,3.0,1
24,9,2005,2004,0.0,0
24,10,2017,2004,4.5000003109531646,1
24,11,2016,2004,4.4999947079068665,1
24,12,2015,2004,3.499994707906866,1
24,13,2004,2004,0.4999947079068662,0
24,14,2004,2004,0.0,0
24,15,2013,2004,2.0,1
24,16,2012,2004,2.7499948633834483,1
24,17,2016,2004,1.499994707906866,0
24,18,2011,2004,3.0001594050099287,1
24,19,2017,2004,2.499995018860031,1
24,20,2006,2004,0.0,0
24,21,2020,2004,2.750156758963362,1
24,22,2016,2004,0.4999947079068662,0
24,23,2017,2004,3.7499858849896293,1
25,0,2015,2005,4.4999947079068665,1
25,1,2015,2006,4.5000003109531646,1
25,2,2015,2014,6.499835320507833,1
25,3,2020,2015,4.7499976648979985,1
25,4,2015,1996,4.250000155476583,1
25,5,2015,2010,7.0,1
25,6,2015,2008,4.999995018860031,1
25,7,2015,2008,4.000159405009929,1
25,8,2015,2013,4.4999947079068665,1
25,9,2015,2005,4.0,1
25,10,2017,2015,5.999995018860031,1
25,11,2016,2015,7.0,1
25,12,2015,2015,5.0,1
25,13,2015,2004,5.0,1
25,14,2015,2004,2.500005292093134,1
25,15,2015,2013,3.4998353205078323,1
25,16,2015,2012,4.749994863383449,1
25,17,2016,2015,5.500154112916794,1
25,18,2015,2011,5.5000052920931335,1
25,19,2017,2015,5.0000003109531646,1
25,20,2015,2006,5.749994863383449,1
25,21,2020,2015,5.74920059298941,1
25,22,2016,2015,4.499835320507833,1
25,23,2017,2015,6.0,1
26,0,2015,2005,4.0,1
26,1,2015,2006,5.0,1
26,2,2015,2014,2.3333333333333335,1
26,3,2020,2015,1.6666666666666676,0
26,4,2015,1996,4.666666666666667,1
26,5,2015,2010,9.0,1
26,6,2015,2008,4.0,1
26,7,2015,2008,4.333333333333333,1
26,8,2015,2013,1.3333333333333328,0
26,9,2015,2005,4.333333333333333,1
26,10,2017,2015,4.666666666666667,1
26,11,2016,2015,3.666666666666666,1
26,12,2015,2015,1.3333333333333333,0
26,13,2015,2004,5.0,1
26,14,2015,2004,3.6666666666666665,1
26,15,2015,2013,4.0,1
26,16,2015,2012,5.333333333333333,1
26,17,2016,2015,2.0,1
26,18,2015,2011,4.666666666666667,1
26,19,2017,2015,7.0,1
26,20,2015,2006,9.333333333333334,1
26,21,2020,2015,3.333333333333332,1
