at_index,sr_index,max_year,min_year,distance,class
0,0,2005,2005,1.0,0
0,1,2006,2005,1.0075259372592398,0
0,2,2014,2005,20.827347970027063,1
0,3,2020,2005,49.94334221632958,1
0,4,2005,1996,2.321303454321407,0
0,5,2010,2005,27.31370849898476,1
0,6,2008,2005,2.207108865062077,0
0,7,2008,2005,2.0,0
0,8,2013,2005,11.848860866107575,1
0,9,2005,2005,1.0,0
0,10,2017,2005,19.484001019650133,1
0,11,2016,2005,67.88225099390857,1
0,12,2015,2005,29.455061279427497,1
0,13,2005,2004,1.8408977763039958,0
0,14,2005,2004,3.7071067811865475,0
0,15,2013,2005,13.51416507196373,1
0,16,2012,2005,6.3784064151004305,1
0,17,2016,2005,43.31889569747916,1
0,18,2011,2005,13.51367436903324,1
0,19,2017,2005,3.924854761049944,0
0,20,2006,2005,17.013131127962986,1
0,21,2020,2005,39.854696708061525,1
0,22,2016,2005,27.02833014392746,1
0,23,2017,2005,22.627375497106513,1
1,1,2006,2006,1.0,0
1,2,2014,2006,36.08176109197871,1
1,3,2020,2006,28.384017750121167,1
1,4,2006,1996,3.0946046480681213,0
1,5,2010,2006,15.999986189359419,1
1,6,2008,2006,1.9999982736699273,0
1,7,2008,2006,2.0088182104376724,0
1,8,2013,2006,10.413683222137918,1
1,9,2006,2005,1.2071067811865475,0
1,10,2017,2006,14.727160433685187,1
1,11,2016,2006,83.30946577710334,1
1,12,2015,2006,36.08176109197871,1
1,13,2006,2004,1.3017092481266914,0
1,14,2006,2004,3.4142163085916426,0
1,15,2013,2006,8.757074323687224,1
1,16,2012,2006,5.924434003684839,1
1,17,2016,2006,38.627389376688356,1
1,18,2011,2006,13.65639853611501,1
1,19,2017,2006,3.207105918025726,0
1,20,2006,2006,16.142123835617816,1
1,21,2020,2006,33.75491405238586,1
1,22,2016,2006,35.02724621085301,1
1,23,2017,2006,31.999972378718837,1
2,2,2014,2014,1.0,0
2,3,2020,2014,5.2071043397850385,1
2,4,2014,1996,17.505710232801153,1
2,5,2014,2010,611.4386401339755,1
2,6,2014,2008,30.342005793733662,1
2,7,2014,2008,22.627416997969522,1
2,8,2014,2013,2.414213562373095,0
2,9,2014,2005,29.455061279427497,1
2,10,2017,2014,25.513623047360383,1
2,11,2016,2014,4.82842712474619,1
2,12,2015,2014,1.5480031058184118,0
2,13,2014,2004,45.254833995939045,1
2,14,2014,2004,41.65259394282235,1
2,15,2014,2013,77.24967299943384,1
2,16,2014,2012,64.48237717000964,1
2,17,2016,2014,5.363579491869006,1
2,18,2014,2011,121.32192838852197,1
2,19,2017,2014,129.1391523549782,1
2,20,2014,2006,471.2871389360556,1
2,21,2020,2014,5.017632058626477,1
2,22,2016,2014,2.603418496253383,0
2,23,2017,2014,2.189209039818488,0
3,3,2020,2020,1.0,0
3,4,2020,1996,61.45430993002539,1
3,5,2020,2010,204.0621973152832,1
3,6,2020,2008,18.413657032812324,1
3,7,2020,2008,30.62874558644716,1
3,8,2020,2013,38.627831351879834,1
3,9,2020,2005,44.53559933928458,1
3,10,2020,2017,4.414209610173621,1
3,11,2020,2016,16.12038280369406,1
3,12,2020,2015,8.828417359140154,1
3,13,2020,2004,70.04930858792957,1
3,14,2020,2004,30.342601454037002,1
3,15,2020,2013,28.82735002050532,1
3,16,2020,2012,52.524365833913265,1
3,17,2020,2016,7.414206657046845,1
3,18,2020,2011,58.9157546466449,1
3,19,2020,2017,68.05235503562582,1
3,20,2020,2006,397.9087331336881,1
3,21,2020,2020,59.385928812157296,1
3,22,2020,2016,35.02675547874077,1
3,23,2020,2017,6.192000809961755,1
4,4,1996,1996,1.0,0
4,5,2010,1996,10.702232922258407,1
4,6,2008,1996,8.060197223004604,1
4,7,2008,1996,5.104824656406583,1
4,8,2013,1996,15.135238840406112,1
4,9,2005,1996,3.5480000500887368,0
4,10,2017,1996,27.483971957365377,1
4,11,2016,1996,40.14107494326059,1
4,12,2015,1996,14.192001733816392,1
4,13,2004,1996,2.4292660721057855,0
4,14,2004,1996,5.783811763070628,1
4,15,2013,1996,8.378414486322768,1
4,16,2012,1996,10.413674497651257,1
4,17,2016,1996,40.14107494326059,1
4,18,2011,1996,11.585256097391728,1
4,19,2017,1996,6.603416116955371,1
4,20,2006,1996,36.76954132914727,1
4,21,2020,1996,29.57477121435602,1
4,22,2016,1996,7.096000866908196,1
4,23,2017,1996,25.513648708166688,1
5,5,2010,2010,1.0,0
5,6,2010,2008,6.192000809966767,1
5,7,2010,2008,5.656854249492381,1
