at_index,sr_index,max_year,min_year,distance,class
0,0,2010,2010,1.0,0
0,1,2010,2007,22.627416997969522,1
0,2,2010,2010,4.0,1
0,3,2010,2010,2.0,0
0,4,2010,2010,2.0,0
0,5,2010,2009,2.0,0
0,6,2010,2009,1.4142135623730951,0
0,7,2010,2009,1.4142135623730951,0
0,8,2010,2009,2.8284271247461903,0
9,9,2013,2013,1.0,0
9,10,2013,2011,3.414213562373095,0
9,11,2013,2013,1.4377540272670783,0
9,3,2013,2010,1.6518303321500123,0
9,12,2013,2012,1.7071067811865475,0
9,13,2014,2013,8.0,1
9,5,2013,2009,4.21895141649746,1
9,14,2013,2013,1.5017346066809425,0
9,15,2013,2013,0.9922012329430087,0
9,16,2013,2013,5.225651754056683,1
9,17,2013,2013,3.531370849898476,0
9,18,2013,2011,1.4593643190188346,0
9,19,2014,2013,3.60947570824873,0
9,20,2013,2012,1.1502750715749255,0
9,21,2013,2011,1.3910323462854264,0
22,22,2005,2005,1.0,0
22,23,2005,2004,4.0,1
22,24,2005,2005,1.7071067811865475,0
22,25,2005,2005,1.7071067811865475,0
22,26,2005,2004,5.656854249492381,1
22,27,2005,2004,2.8284271247461903,0
22,28,2005,2005,1.0,0
22,29,2005,2003,16.0,1
30,30,2020,2020,1.0,0
30,31,2020,2020,1.0,0
30,32,2020,2020,2.8284271247461903,0
30,33,2020,2020,3.158029972858501,0
30,34,2020,2020,4.19842594749948,1
30,35,2021,2020,2.031423932223682,0
30,36,2020,2019,2.193380951166243,0
30,37,2021,2020,2.1073887013559878,0
30,38,2020,2018,6.035533905932738,1
30,39,2020,2020,3.414213562373095,0
30,40,2021,2020,4.0,1
30,41,2020,2019,4.649556573962296,1
30,42,2020,2014,5.991589356707755,1
30,43,2020,2017,5.071269837220809,1
30,44,2020,2020,0.7071067811865476,0
30,45,2021,2020,2.0,0
30,46,2021,2020,1.4142135623730951,0
30,47,2022,2020,4.0,1
30,48,2022,2020,1.8687184335382292,0
30,49,2022,2020,2.0,0
30,50,2022,2020,2.8284271247461903,0
30,51,2021,2020,1.6233274288907467,0
30,52,2020,2020,4.714045207910317,1
30,53,2022,2020,1.4142135623730951,0
30,54,2021,2020,8.485281374238571,1
31,31,2020,2020,1.0,0
31,32,2020,2020,1.4142135623730951,0
31,34,2020,2020,2.8284271247461903,0
31,36,2020,2019,1.4142135623730951,0
31,38,2020,2018,2.8284271247461903,0
31,41,2020,2019,3.414213562373095,0
31,42,2020,2014,2.8284271247461903,0
31,43,2020,2017,3.414213562373095,0
10,10,2011,2011,1.0,0
10,55,2011,2011,1.2071067811865475,0
10,56,2012,2011,1.9142135623730951,0
10,57,2012,2011,2.1924585981115534,0
10,11,2013,2011,1.7071067811865475,0
10,58,2011,2011,1.0202200572599405,0
10,3,2011,2010,1.9338834764831845,0
10,59,2012,2011,1.4142135623730951,0
10,60,2011,2011,0.8535533905932737,0
10,61,2012,2011,2.8284271247461903,0
10,5,2011,2009,3.9935028842544407,0
10,14,2013,2011,1.2071067811865477,0
10,15,2013,2011,2.0,0
10,62,2012,2011,1.4142135623730951,0
10,18,2011,2011,1.4863961030678927,0
10,20,2012,2011,1.2102840566542108,0
10,6,2011,2009,2.5175876396013726,0
10,21,2011,2011,2.17012716319083,0
63,63,2022,2022,1.0,0
63,64,2022,2022,1.4142135623730951,0
63,65,2022,2022,4.7902998191342325,1
