at_index,sr_index,max_year,min_year,distance,class
0,0,2005,2005,1.0,0
0,1,2006,2005,1.0150518745184793,0
0,2,2014,2005,19.027278942084603,1
0,3,2020,2005,54.63185043672013,1
0,4,2005,1996,2.642606908642814,0
0,5,2010,2005,38.62741699796952,1
0,6,2008,2005,2.414217730124154,0
0,7,2008,2005,2.0,0
0,8,2013,2005,12.384013233230391,1
0,9,2005,2005,1.0,0
0,10,2017,2005,22.968002039300266,1
0,11,2016,2005,90.50966799187809,1
0,12,2015,2005,26.910122558854997,1
0,13,2005,2004,1.6817955526079915,0
0,14,2005,2004,3.414213562373095,0
0,15,2013,2005,19.02833014392746,1
0,16,2012,2005,8.756812830200861,1
0,17,2016,2005,64.0103743969888,1
0,18,2011,2005,19.02734873806648,1
0,19,2017,2005,3.849709522099887,0
0,20,2006,2005,11.398845257956449,1
0,21,2020,2005,41.654765736036,1
0,22,2016,2005,38.05666028785492,1
0,23,2017,2005,22.627333996243507,1
1,1,2006,2006,1.0,0
1,2,2014,2006,26.90868818801838,1
1,3,2020,2006,24.768035500242334,1
1,4,2006,1996,2.189209296136243,0
1,5,2010,2006,15.999972378718837,1
1,6,2008,2006,1.9999965473398549,0
1,7,2008,2006,1.189209296129155,0
1,8,2013,2006,9.513657945291074,1
1,9,2006,2005,1.0,0
1,10,2017,2006,13.454320867370374,1
1,11,2016,2006,76.1092635623286,1
1,12,2015,2006,26.90868818801838,1
1,13,2006,2004,1.1892049338802877,0
1,14,2006,2004,2.828432617183285,0
1,15,2013,2006,9.51414864737445,1
1,16,2012,2006,6.192013757877298,1
1,17,2016,2006,31.999944757437675,1
1,18,2011,2006,15.99908857324526,1
1,19,2017,2006,2.414211836051452,0
1,20,2006,2006,9.656830673266112,1
1,21,2020,2006,29.455200424684655,1
1,22,2016,2006,38.054492421706016,1
1,23,2017,2006,31.999944757437675,1
2,2,2014,2014,1.0,0
2,3,2020,2014,2.414208679570077,0
2,4,2014,1996,12.384003467632784,1
2,5,2014,2010,860.8386083004386,1
2,6,2014,2008,38.0565945894978,1
2,7,2014,2008,22.627416997969522,1
2,8,2014,2013,2.0,0
2,9,2014,2005,26.910122558854997,1
2,10,2017,2014,19.027246094720766,1
2,11,2016,2014,5.656854249492381,1
2,12,2015,2014,1.6817926492637287,0
2,13,2014,2004,45.254833995939045,1
2,14,2014,2004,38.05035388970565,1
2,15,2014,2013,90.49934599886768,1
2,16,2014,2012,64.9647543400193,1
2,17,2016,2014,6.72715898373801,1
2,18,2014,2011,152.13418878516586,1
2,19,2017,2014,77.25896872620021,1
2,20,2014,2006,430.5742778721112,1
2,21,2020,2014,4.378409867760576,1
2,22,2016,2014,2.3784098677605754,0
2,23,2017,2014,2.3784180796369756,0
3,3,2020,2020,1.0,0
3,4,2020,1996,58.90861986005077,1
3,5,2020,2010,280.1243946305664,1
3,6,2020,2008,20.827314065624645,1
3,7,2020,2008,38.63007417492479,1
3,8,2020,2013,32.000828707820624,1
3,9,2020,2005,57.07119867856916,1
3,10,2020,2017,4.828419220347241,1
3,11,2020,2016,16.24076560738812,1
3,12,2020,2015,9.656834718280308,1
3,13,2020,2004,76.09861717585913,1
3,14,2020,2004,38.057785910104485,1
3,15,2020,2013,35.027283043041116,1
3,16,2020,2012,59.793897671887486,1
3,17,2020,2016,6.828413314093689,1
3,18,2020,2011,85.8315092932898,1
3,19,2020,2017,45.595042079373556,1
3,20,2020,2006,433.7787942998638,1
3,21,2020,2020,64.95448704807689,1
3,22,2020,2016,38.05351095748153,1
3,23,2020,2017,6.72714737043113,1
4,4,1996,1996,1.0,0
4,5,2010,1996,10.090757345532053,1
4,6,2008,1996,8.120394446009207,1
4,7,2008,1996,4.552795063320786,1
4,8,2013,1996,14.270477680812224,1
4,9,2005,1996,3.0960001001774735,0
4,10,2017,1996,22.967943914730757,1
4,11,2016,1996,35.027315890582145,1
4,12,2015,1996,12.384003467632784,1
4,13,2004,1996,2.0301050194653802,0
4,14,2004,1996,3.567623526141256,0
4,15,2013,1996,8.756828972645536,1
4,16,2012,1996,9.513640496317755,1
4,17,2016,1996,35.027315890582145,1
4,18,2011,1996,15.170512194783456,1
4,19,2017,1996,5.206832233910742,1
4,20,2006,1996,28.284248662355495,1
4,21,2020,1996,32.240857140593185,1
4,22,2016,1996,6.192001733816392,1
4,23,2017,1996,19.027297416333376,1
5,5,2010,2010,1.0,0
5,6,2010,2008,6.727147370441153,1
